dog_name,session,table,trial,condition,recoding,original_code,same,Recoding_id
Harvey,3,11,9,present,R,R,Match,SAD
Harvey,3,11,10,back_turned,R,R,Match,SAD
Harvey,3,11,11,looking_away,R,R,Match,SAD
Harvey,3,11,12,present,R,R,Match,SAD
Harvey,3,11,13,looking_away,L,L,Match,SAD
Harvey,3,11,14,present,R,R,Match,SAD
Harvey,3,11,15,absent,R,R,Match,SAD
Harvey,3,11,16,back_turned,R,R,Match,SAD
Harvey,3,11,17,absent,L,L,Match,SAD
Harvey,3,11,18,present,R,R,Match,SAD
Harvey,3,11,19,looking_away,R,R,Match,SAD
Harvey,3,11,20,present,R,R,Match,SAD
Harvey,3,11,21,back_turned,R,R,Match,SAD
Harvey,3,11,22,looking_away,L,L,Match,SAD
Harvey,3,11,23,looking_away,R,R,Match,SAD
Harvey,3,11,24,absent,R,R,Match,SAD
Lilly13,3,9,1,present,R,R,Match,SAD
Lilly13,3,9,2,back_turned,L,L,Match,SAD
Lilly13,3,9,3,absent,R,R,Match,SAD
Lilly13,3,9,4,looking_away,R,R,Match,SAD
Lilly13,3,9,5,absent,R,R,Match,SAD
Lilly13,3,9,6,looking_away,R,R,Match,SAD
Lilly13,3,9,7,present,L,L,Match,SAD
Lilly13,3,9,8,present,R,R,Match,SAD
Lilly13,3,9,9,absent,R,R,Match,SAD
Lilly13,3,9,10,looking_away,L,L,Match,SAD
Lilly13,3,9,11,absent,L,L,Match,SAD
Lilly13,3,9,12,back_turned,R,R,Match,SAD
Lilly13,3,9,13,absent,R,R,Match,SAD
Lilly13,3,9,14,back_turned,L,L,Match,SAD
Lilly13,3,9,15,present,R,R,Match,SAD
Lilly13,3,9,16,back_turned,R,R,Match,SAD
Lilly13,3,9,17,looking_away,L,L,Match,SAD
Lilly13,3,9,18,absent,R,R,Match,SAD
Lilly13,3,9,19,looking_away,R,R,Match,SAD
Lilly13,3,9,20,present,R,R,Match,SAD
Lilly13,3,9,21,back_turned,L,L,Match,SAD
Lilly13,3,9,22,looking_away,L,L,Match,SAD
Lilly13,3,9,23,present,L,L,Match,SAD
Lilly13,3,9,24,back_turned,L,L,Match,SAD
Maggie5,3,7,1,absent,L,L,Match,SAD
Maggie5,3,7,2,looking_away,L,L,Match,SAD
Maggie5,3,7,3,looking_away,R,R,Match,SAD
Maggie5,3,7,4,back_turned,L,L,Match,SAD
Maggie5,3,7,5,absent,L,L,Match,SAD
Maggie5,3,7,6,present,L,L,Match,SAD
Maggie5,3,7,7,looking_away,L,L,Match,SAD
Maggie5,3,7,8,looking_away,L,L,Match,SAD
Maggie5,3,7,9,absent,R,R,Match,SAD
Maggie5,3,7,10,absent,L,L,Match,SAD
Maggie5,3,7,11,back_turned,L,L,Match,SAD
Maggie5,3,7,12,present,L,L,Match,SAD
Maggie5,3,7,13,looking_away,L,L,Match,SAD
Maggie5,3,7,14,absent,L,L,Match,SAD
Maggie5,3,7,15,present,L,L,Match,SAD
Maggie5,3,7,16,present,L,L,Match,SAD
Maggie5,3,7,17,back_turned,L,L,Match,SAD
Maggie5,3,7,18,back_turned,R,R,Match,SAD
Maggie5,3,7,19,present,L,L,Match,SAD
Maggie5,3,7,20,back_turned,R,R,Match,SAD
Maggie5,3,7,21,present,L,L,Match,SAD
Maggie5,3,7,22,absent,L,L,Match,SAD
Maggie5,3,7,23,looking_away,L,L,Match,SAD
Maggie5,3,7,24,back_turned,L,L,Match,SAD
Magic4,3,13,1,looking_away,L,L,Match,SAD
Magic4,3,13,2,present,L,L,Match,SAD
Magic4,3,13,3,back_turned,L,L,Match,SAD
Magic4,3,13,4,back_turned,L,L,Match,SAD
Magic4,3,13,5,present,L,L,Match,SAD
Magic4,3,13,6,looking_away,R,R,Match,SAD
Magic4,3,13,7,absent,L,L,Match,SAD
Magic4,3,13,8,looking_away,L,L,Match,SAD
Magic4,3,13,9,looking_away,L,L,Match,SAD
Magic4,3,13,10,present,L,L,Match,SAD
Magic4,3,13,11,present,L,L,Match,SAD
Magic4,3,13,12,absent,L,L,Match,SAD
Magic4,3,13,13,back_turned,L,L,Match,SAD
Magic4,3,13,14,looking_away,L,L,Match,SAD
Magic4,3,13,15,absent,L,L,Match,SAD
Magic4,3,13,16,back_turned,L,L,Match,SAD
Magic4,3,13,17,looking_away,L,L,Match,SAD
Magic4,3,13,18,present,L,L,Match,SAD
Magic4,3,13,19,back_turned,L,L,Match,SAD
Magic4,3,13,20,back_turned,L,L,Match,SAD
Magic4,3,13,21,absent,L,L,Match,SAD
Magic4,3,13,22,absent,R,R,Match,SAD
Magic4,3,13,23,present,R,R,Match,SAD
Magic4,3,13,24,absent,L,L,Match,SAD
Milo8,3,8,1,present,L,L,Match,SAD
Milo8,3,8,2,absent,R,R,Match,SAD
Milo8,3,8,3,back_turned,L,L,Match,SAD
Milo8,3,8,4,looking_away,L,L,Match,SAD
Milo8,3,8,5,back_turned,L,L,Match,SAD
Milo8,3,8,6,absent,L,L,Match,SAD
Milo8,3,8,7,back_turned,L,L,Match,SAD
Milo8,3,8,8,looking_away,R,R,Match,SAD
Milo8,3,8,9,looking_away,L,L,Match,SAD
Milo8,3,8,10,back_turned,L,L,Match,SAD
Milo8,3,8,11,absent,L,L,Match,SAD
Milo8,3,8,12,present,R,R,Match,SAD
Milo8,3,8,13,looking_away,L,L,Match,SAD
Milo8,3,8,14,back_turned,L,L,Match,SAD
Milo8,3,8,15,looking_away,R,R,Match,SAD
Milo8,3,8,16,absent,L,L,Match,SAD
Milo8,3,8,17,present,L,L,Match,SAD
Milo8,3,8,18,looking_away,R,R,Match,SAD
Milo8,3,8,19,absent,L,L,Match,SAD
Milo8,3,8,20,back_turned,L,L,Match,SAD
Milo8,3,8,21,present,L,L,Match,SAD
Milo8,3,8,22,present,L,L,Match,SAD
Milo8,3,8,23,absent,L,L,Match,SAD
Milo8,3,8,24,present,R,R,Match,SAD
Nero3,3,7,1,absent,L,L,Match,SAD
Nero3,3,7,2,looking_away,L,L,Match,SAD
Nero3,3,7,3,looking_away,L,L,Match,SAD
Nero3,3,7,4,back_turned,R,R,Match,SAD
Nero3,3,7,5,absent,L,L,Match,SAD
Nero3,3,7,6,present,L,L,Match,SAD
Nero3,3,7,7,looking_away,L,L,Match,SAD
Nero3,3,7,8,looking_away,L,L,Match,SAD
Nero3,3,7,9,absent,R,R,Match,SAD
Nero3,3,7,10,absent,R,R,Match,SAD
Nero3,3,7,11,back_turned,L,L,Match,SAD
Nero3,3,7,12,present,L,L,Match,SAD
Nero3,3,7,13,looking_away,L,L,Match,SAD
Nero3,3,7,14,absent,L,L,Match,SAD
Nero3,3,7,15,present,L,L,Match,SAD
Nero3,3,7,16,present,L,L,Match,SAD
Nero3,3,7,17,back_turned,L,L,Match,SAD
Nero3,3,7,18,back_turned,R,R,Match,SAD
Nero3,3,7,19,present,L,L,Match,SAD
Nero3,3,7,20,back_turned,L,L,Match,SAD
Nero3,3,7,21,present,L,L,Match,SAD
Nero3,3,7,22,absent,L,L,Match,SAD
Nero3,3,7,23,looking_away,L,L,Match,SAD
Nero3,3,7,24,back_turned,L,L,Match,SAD
Oskar5,3,10,1,present,L,L,Match,SAD
Oskar5,3,10,2,absent,L,L,Match,SAD
Oskar5,3,10,3,absent,L,L,Match,SAD
Oskar5,3,10,4,present,L,L,Match,SAD
Oskar5,3,10,5,back_turned,L,L,Match,SAD
Oskar5,3,10,6,looking_away,L,L,Match,SAD
Oskar5,3,10,7,present,R,R,Match,SAD
Oskar5,3,10,8,absent,R,R,Match,SAD
Oskar5,3,10,9,absent,L,L,Match,SAD
Oskar5,3,10,10,back_turned,R,R,Match,SAD
Oskar5,3,10,11,looking_away,L,L,Match,SAD
Oskar5,3,10,12,looking_away,L,L,Match,SAD
Oskar5,3,10,13,back_turned,R,R,Match,SAD
Oskar5,3,10,14,back_turned,R,R,Match,SAD
Oskar5,3,10,15,absent,L,L,Match,SAD
Oskar5,3,10,16,absent,L,L,Match,SAD
Oskar5,3,10,17,looking_away,L,L,Match,SAD
Oskar5,3,10,18,present,L,L,Match,SAD
Oskar5,3,10,19,back_turned,L,L,Match,SAD
Oskar5,3,10,20,looking_away,L,L,Match,SAD
Oskar5,3,10,21,back_turned,R,R,Match,SAD
Oskar5,3,10,22,present,L,L,Match,SAD
Oskar5,3,10,23,looking_away,L,L,Match,SAD
Oskar5,3,10,24,present,L,L,Match,SAD
Paddy,3,16,1,back_turned,R,R,Match,SAD
Paddy,3,16,2,present,L,L,Match,SAD
Paddy,3,16,3,present,R,R,Match,SAD
Paddy,3,16,4,absent,L,L,Match,SAD
Paddy,3,16,5,looking_away,L,L,Match,SAD
Paddy,3,16,6,absent,L,L,Match,SAD
Paddy,3,16,7,back_turned,L,L,Match,SAD
Paddy,3,16,8,present,L,L,Match,SAD
Paddy,3,16,9,back_turned,R,R,Match,SAD
Paddy,3,16,10,looking_away,L,L,Match,SAD
Paddy,3,16,11,present,L,L,Match,SAD
Paddy,3,16,12,absent,L,L,Match,SAD
Paddy,3,16,13,present,L,L,Match,SAD
Paddy,3,16,14,back_turned,R,R,Match,SAD
Paddy,3,16,15,back_turned,L,L,Match,SAD
Paddy,3,16,16,present,L,L,Match,SAD
Paddy,3,16,17,back_turned,L,L,Match,SAD
Paddy,3,16,18,looking_away,L,L,Match,SAD
Paddy,3,16,19,looking_away,L,L,Match,SAD
Paddy,3,16,20,absent,L,L,Match,SAD
Paddy,3,16,21,looking_away,L,L,Match,SAD
Paddy,3,16,22,absent,R,R,Match,SAD
Paddy,3,16,23,absent,L,L,Match,SAD
Paddy,3,16,24,looking_away,L,L,Match,SAD
Pauli7,3,14,1,looking_away,R,R,Match,SAD
Pauli7,3,14,2,absent,R,R,Match,SAD
Pauli7,3,14,3,present,R,R,Match,SAD
Pauli7,3,14,4,present,R,R,Match,SAD
Pauli7,3,14,5,back_turned,L,L,Match,SAD
Pauli7,3,14,6,back_turned,R,R,Match,SAD
Pauli7,3,14,7,present,R,R,Match,SAD
Pauli7,3,14,8,present,R,R,Match,SAD
Pauli7,3,14,9,looking_away,R,R,Match,SAD
Pauli7,3,14,10,looking_away,R,R,Match,SAD
Pauli7,3,14,11,present,R,R,Match,SAD
Pauli7,3,14,12,absent,L,L,Match,SAD
Pauli7,3,14,13,looking_away,L,L,Match,SAD
Pauli7,3,14,14,absent,L,L,Match,SAD
Pauli7,3,14,15,present,R,R,Match,SAD
Pauli7,3,14,16,back_turned,R,R,Match,SAD
Pauli7,3,14,17,back_turned,R,R,Match,SAD
Pauli7,3,14,18,looking_away,L,L,Match,SAD
Pauli7,3,14,19,back_turned,L,L,Match,SAD
Pauli7,3,14,20,absent,L,L,Match,SAD
Pauli7,3,14,21,absent,L,L,Match,SAD
Pauli7,3,14,22,back_turned,R,R,Match,SAD
Pauli7,3,14,23,absent,L,L,Match,SAD
Pauli7,3,14,24,looking_away,R,R,Match,SAD
Paulinchen,3,9,1,present,L,L,Match,SAD
Paulinchen,3,9,2,back_turned,R,R,Match,SAD
Paulinchen,3,9,3,absent,L,L,Match,SAD
Paulinchen,3,9,4,looking_away,L,L,Match,SAD
Paulinchen,3,9,5,absent,R,R,Match,SAD
Paulinchen,3,9,6,looking_away,L,L,Match,SAD
Paulinchen,3,9,7,present,R,R,Match,SAD
Paulinchen,3,9,8,present,L,L,Match,SAD
Paulinchen,3,9,9,absent,R,R,Match,SAD
Paulinchen,3,9,10,looking_away,R,R,Match,SAD
Paulinchen,3,9,11,absent,L,L,Match,SAD
Paulinchen,3,9,12,back_turned,L,L,Match,SAD
Paulinchen,3,9,13,absent,R,R,Match,SAD
Paulinchen,3,9,14,back_turned,L,L,Match,SAD
Paulinchen,3,9,15,present,R,R,Match,SAD
Paulinchen,3,9,16,back_turned,L,L,Match,SAD
Paulinchen,3,9,17,looking_away,L,L,Match,SAD
Paulinchen,3,9,18,absent,L,L,Match,SAD
Paulinchen,3,9,19,looking_away,R,R,Match,SAD
Paulinchen,3,9,20,present,R,R,Match,SAD
Paulinchen,3,9,21,back_turned,L,L,Match,SAD
Paulinchen,3,9,22,looking_away,R,R,Match,SAD
Paulinchen,3,9,23,present,L,L,Match,SAD
Paulinchen,3,9,24,back_turned,L,L,Match,SAD
Pinuu,3,12,1,back_turned,L,L,Match,SAD
Pinuu,3,12,2,present,L,L,Match,SAD
Pinuu,3,12,3,present,L,L,Match,SAD
Pinuu,3,12,4,absent,L,L,Match,SAD
Pinuu,3,12,5,present,R,R,Match,SAD
Pinuu,3,12,6,back_turned,L,L,Match,SAD
Pinuu,3,12,7,absent,L,L,Match,SAD
Pinuu,3,12,8,looking_away,R,R,Match,SAD
Pinuu,3,12,9,back_turned,R,R,Match,SAD
Pinuu,3,12,10,present,L,L,Match,SAD
Pinuu,3,12,11,absent,L,L,Match,SAD
Pinuu,3,12,12,looking_away,R,R,Match,SAD
Pinuu,3,12,13,present,L,L,Match,SAD
Pinuu,3,12,14,looking_away,R,R,Match,SAD
Pinuu,3,12,15,absent,L,L,Match,SAD
Pinuu,3,12,16,absent,L,L,Match,SAD
Pinuu,3,12,17,looking_away,L,L,Match,SAD
Pinuu,3,12,18,absent,R,R,Match,SAD
Pinuu,3,12,19,back_turned,L,L,Match,SAD
Pinuu,3,12,20,back_turned,L,L,Match,SAD
Pinuu,3,12,21,looking_away,L,L,Match,SAD
Pinuu,3,12,22,back_turned,R,R,Match,SAD
Pinuu,3,12,23,looking_away,R,R,Match,SAD
Pinuu,3,12,24,present,L,L,Match,SAD
Pisco,3,15,1,present,L,L,Match,SAD
Pisco,3,15,2,absent,L,L,Match,SAD
Pisco,3,15,3,absent,R,R,Match,SAD
Pisco,3,15,4,present,L,L,Match,SAD
Pisco,3,15,5,looking_away,R,R,Match,SAD
Pisco,3,15,6,looking_away,R,R,Match,SAD
Pisco,3,15,7,back_turned,R,R,Match,SAD
Pisco,3,15,8,present,R,R,Match,SAD
Pisco,3,15,9,back_turned,L,L,Match,SAD
Pisco,3,15,10,looking_away,R,R,Match,SAD
Pisco,3,15,11,present,R,R,Match,SAD
Pisco,3,15,12,back_turned,R,R,Match,SAD
Pisco,3,15,13,present,R,R,Match,SAD
Pisco,3,15,14,looking_away,L,L,Match,SAD
Pisco,3,15,15,back_turned,R,R,Match,SAD
Pisco,3,15,16,absent,L,L,Match,SAD
Pisco,3,15,17,present,L,L,Match,SAD
Pisco,3,15,18,absent,L,L,Match,SAD
Pisco,3,15,19,looking_away,L,L,Match,SAD
Pisco,3,15,20,absent,R,R,Match,SAD
Pisco,3,15,21,looking_away,R,R,Match,SAD
Pisco,3,15,22,back_turned,R,R,Match,SAD
Pisco,3,15,23,absent,R,R,Match,SAD
Pisco,3,15,24,back_turned,L,L,Match,SAD
Pixel2,3,9,1,present,L,L,Match,SAD
Pixel2,3,9,2,back_turned,L,L,Match,SAD
Pixel2,3,9,3,absent,L,L,Match,SAD
Pixel2,3,9,4,looking_away,L,L,Match,SAD
Pixel2,3,9,5,absent,R,R,Match,SAD
Pixel2,3,9,6,looking_away,L,L,Match,SAD
Pixel2,3,9,7,present,R,R,Match,SAD
Pixel2,3,9,8,present,L,L,Match,SAD
Pixel2,3,9,9,absent,L,L,Match,SAD
Pixel2,3,9,10,looking_away,R,R,Match,SAD
Pixel2,3,9,11,absent,L,L,Match,SAD
Pixel2,3,9,12,back_turned,R,R,Match,SAD
Pixel2,3,9,13,absent,L,L,Match,SAD
Pixel2,3,9,14,back_turned,L,L,Match,SAD
Pixel2,3,9,15,present,L,L,Match,SAD
Pixel2,3,9,16,back_turned,L,L,Match,SAD
Pixel2,3,9,17,looking_away,L,L,Match,SAD
Pixel2,3,9,18,absent,L,L,Match,SAD
Pixel2,3,9,19,looking_away,L,L,Match,SAD
Pixel2,3,9,20,present,L,L,Match,SAD
Pixel2,3,9,21,back_turned,L,L,Match,SAD
Pixel2,3,9,22,looking_away,L,L,Match,SAD
Pixel2,3,9,23,present,L,L,Match,SAD
Pixel2,3,9,24,back_turned,L,L,Match,SAD
Poppy4,3,8,1,present,L,L,Match,SAD
Poppy4,3,8,2,absent,L,L,Match,SAD
Poppy4,3,8,3,back_turned,L,L,Match,SAD
Poppy4,3,8,4,looking_away,L,L,Match,SAD
Poppy4,3,8,5,back_turned,L,L,Match,SAD
Poppy4,3,8,6,absent,L,L,Match,SAD
Poppy4,3,8,7,back_turned,L,L,Match,SAD
Poppy4,3,8,8,looking_away,L,L,Match,SAD
Poppy4,3,8,9,looking_away,L,L,Match,SAD
Poppy4,3,8,10,back_turned,L,L,Match,SAD
Poppy4,3,8,11,absent,R,R,Match,SAD
Poppy4,3,8,12,present,R,R,Match,SAD
Poppy4,3,8,13,looking_away,L,L,Match,SAD
Poppy4,3,8,14,back_turned,R,R,Match,SAD
Poppy4,3,8,15,looking_away,R,R,Match,SAD
Poppy4,3,8,16,absent,R,R,Match,SAD
Poppy4,3,8,17,present,L,L,Match,SAD
Poppy4,3,8,18,looking_away,R,R,Match,SAD
Poppy4,3,8,19,absent,L,L,Match,SAD
Poppy4,3,8,20,back_turned,L,L,Match,SAD
Poppy4,3,8,21,present,L,L,Match,SAD
Poppy4,3,8,22,present,L,L,Match,SAD
Poppy4,3,8,23,absent,L,L,Match,SAD
Poppy4,3,8,24,present,L,L,Match,SAD
Roka,3,15,1,present,L,L,Match,SAD
Roka,3,15,2,absent,L,L,Match,SAD
Roka,3,15,3,absent,L,L,Match,SAD
Roka,3,15,4,present,R,R,Match,SAD
Roka,3,15,5,looking_away,L,L,Match,SAD
Roka,3,15,6,looking_away,L,L,Match,SAD
Roka,3,15,7,back_turned,L,L,Match,SAD
Roka,3,15,8,present,L,L,Match,SAD
Roka,3,15,9,back_turned,R,R,Match,SAD
Roka,3,15,10,looking_away,L,L,Match,SAD
Roka,3,15,11,present,L,L,Match,SAD
Roka,3,15,12,back_turned,L,L,Match,SAD
Roka,3,15,13,present,L,L,Match,SAD
Roka,3,15,14,looking_away,L,L,Match,SAD
Roka,3,15,15,back_turned,L,L,Match,SAD
Roka,3,15,16,absent,L,L,Match,SAD
Roka,3,15,17,present,L,L,Match,SAD
Roka,3,15,18,absent,L,L,Match,SAD
Roka,3,15,19,looking_away,L,L,Match,SAD
Roka,3,15,20,absent,L,L,Match,SAD
Roka,3,15,21,looking_away,L,L,Match,SAD
Roka,3,15,22,back_turned,L,L,Match,SAD
Roka,3,15,23,absent,L,L,Match,SAD
Roka,3,15,24,back_turned,L,L,Match,SAD
Rudi2,3,7,1,absent,L,L,Match,SAD
Rudi2,3,7,2,looking_away,L,L,Match,SAD
Rudi2,3,7,3,looking_away,L,L,Match,SAD
Rudi2,3,7,4,back_turned,L,L,Match,SAD
Rudi2,3,7,5,absent,L,L,Match,SAD
Rudi2,3,7,6,present,L,L,Match,SAD
Rudi2,3,7,7,looking_away,L,L,Match,SAD
Rudi2,3,7,8,looking_away,L,L,Match,SAD
Rudi2,3,7,9,absent,R,R,Match,SAD
Rudi2,3,7,10,absent,R,R,Match,SAD
Rudi2,3,7,11,back_turned,L,L,Match,SAD
Rudi2,3,7,12,present,L,L,Match,SAD
Rudi2,3,7,13,looking_away,L,L,Match,SAD
Rudi2,3,7,14,absent,L,L,Match,SAD
Rudi2,3,7,15,present,R,R,Match,SAD
Rudi2,3,7,16,present,L,L,Match,SAD
Rudi2,3,7,17,back_turned,L,L,Match,SAD
Rudi2,3,7,18,back_turned,R,R,Match,SAD
Rudi2,3,7,19,present,L,L,Match,SAD
Rudi2,3,7,20,back_turned,R,R,Match,SAD
Rudi2,3,7,21,present,L,L,Match,SAD
Rudi2,3,7,22,absent,L,L,Match,SAD
Rudi2,3,7,23,looking_away,L,L,Match,SAD
Rudi2,3,7,24,back_turned,L,L,Match,SAD
Sammy11,3,8,1,present,R,R,Match,SAD
Sammy11,3,8,2,absent,L,L,Match,SAD
Sammy11,3,8,3,back_turned,R,R,Match,SAD
Sammy11,3,8,4,looking_away,L,L,Match,SAD
Sammy11,3,8,5,back_turned,R,R,Match,SAD
Sammy11,3,8,6,absent,L,L,Match,SAD
Sammy11,3,8,7,back_turned,L,L,Match,SAD
Sammy11,3,8,8,looking_away,L,L,Match,SAD
Sammy11,3,8,9,looking_away,L,L,Match,SAD
Sammy11,3,8,10,back_turned,L,L,Match,SAD
Sammy11,3,8,11,absent,R,R,Match,SAD
Sammy11,3,8,12,present,L,L,Match,SAD
Sammy11,3,8,13,looking_away,L,L,Match,SAD
Sammy11,3,8,14,back_turned,L,L,Match,SAD
Sammy11,3,8,15,looking_away,L,L,Match,SAD
Sammy11,3,8,16,absent,R,R,Match,SAD
Sammy11,3,8,17,present,R,R,Match,SAD
Sammy11,3,8,18,looking_away,L,L,Match,SAD
Sammy11,3,8,19,absent,L,L,Match,SAD
Sammy11,3,8,20,back_turned,R,R,Match,SAD
Sammy11,3,8,21,present,L,L,Match,SAD
Sammy11,3,8,22,present,R,R,Match,SAD
Sammy11,3,8,23,absent,L,L,Match,SAD
Sammy11,3,8,24,present,L,L,Match,SAD
Silva,3,5,1,back_turned,L,L,Match,SAD
Silva,3,5,2,looking_away,L,L,Match,SAD
Silva,3,5,3,looking_away,R,R,Match,SAD
Silva,3,5,4,back_turned,R,R,Match,SAD
Silva,3,5,5,looking_away,L,L,Match,SAD
Silva,3,5,6,absent,L,L,Match,SAD
Silva,3,5,7,present,L,L,Match,SAD
Silva,3,5,8,absent,L,L,Match,SAD
Silva,3,5,9,absent,L,L,Match,SAD
Silva,3,5,10,present,L,L,Match,SAD
Silva,3,5,11,looking_away,L,L,Match,SAD
Silva,3,5,12,back_turned,L,L,Match,SAD
Silva,3,5,13,back_turned,L,L,Match,SAD
Silva,3,5,14,present,L,L,Match,SAD
Silva,3,5,15,present,L,L,Match,SAD
Silva,3,5,16,looking_away,L,L,Match,SAD
Silva,3,5,17,absent,L,L,Match,SAD
Silva,3,5,18,back_turned,R,R,Match,SAD
Silva,3,5,19,absent,L,L,Match,SAD
Silva,3,5,20,looking_away,R,R,Match,SAD
Silva,3,5,21,absent,L,L,Match,SAD
Silva,3,5,22,back_turned,L,L,Match,SAD
Silva,3,5,23,present,L,L,Match,SAD
Silva,3,5,24,present,L,L,Match,SAD
Tamino,3,2,1,absent,R,R,Match,SAD
Tamino,3,2,2,present,R,R,Match,SAD
Tamino,3,2,3,looking_away,R,R,Match,SAD
Tamino,3,2,4,absent,L,L,Match,SAD
Tamino,3,2,5,looking_away,L,L,Match,SAD
Tamino,3,2,6,back_turned,L,L,Match,SAD
Tamino,3,2,7,absent,R,R,Match,SAD
Tamino,3,2,8,back_turned,R,R,Match,SAD
Tamino,3,2,9,looking_away,R,R,Match,SAD
Tamino,3,2,10,absent,L,L,Match,SAD
Tamino,3,2,11,back_turned,L,L,Match,SAD
Tamino,3,2,12,looking_away,L,L,Match,SAD
Tamino,3,2,13,back_turned,L,L,Match,SAD
Tamino,3,2,14,looking_away,R,R,Match,SAD
Tamino,3,2,15,looking_away,L,L,Match,SAD
Tamino,3,2,16,present,L,L,Match,SAD
Tamino,3,2,17,back_turned,L,L,Match,SAD
Tamino,3,2,18,present,R,R,Match,SAD
Tamino,3,2,19,present,R,R,Match,SAD
Tamino,3,2,20,absent,L,L,Match,SAD
Tamino,3,2,21,present,R,R,Match,SAD
Tamino,3,2,22,present,R,R,Match,SAD
Tamino,3,2,23,back_turned,R,R,Match,SAD
Tamino,3,2,24,absent,L,L,Match,SAD
